path, orbit, block, line, sample, lat, lon, an, ca, cf, rms, weight, npts, cloud, var
93, 88127, 29, 74, 1173, 75.208761, 193.855079, 16.819527, 17.160025, 17.647653, 7.080000, 0.500000, 2.000000, -1, 2.674631
93, 88127, 29, 74, 1172, 75.210087, 193.847154, 16.819527, 17.160025, 17.647653, 6.113750, 0.500000, 4.000000, -1, 4.443745
93, 88127, 29, 74, 1171, 75.211416, 193.839235, 16.819527, 17.160025, 17.647653, 7.371429, 0.500000, 3.500000, -1, 3.940785
93, 88127, 29, 74, 1170, 75.213081, 193.829345, 16.819527, 17.160025, 17.647653, 71.908333, 0.500000, 3.000000, -1, 20.905146
93, 88127, 29, 74, 1169, 75.214081, 193.823411, 16.819527, 17.160025, 17.647653, 25.946250, 0.500000, 4.000000, -1, 6.272456
93, 88127, 29, 74, 1168, 75.215414, 193.815498, 16.819527, 17.160025, 17.647653, 17.076250, 0.500000, 4.000000, -1, 5.410480
93, 88127, 29, 74, 1167, 75.216750, 193.807585, 16.819527, 17.160025, 17.647653, 11.164444, 0.500000, 4.500000, -1, 6.976695
93, 88127, 29, 74, 1166, 75.218257, 193.798690, 16.819527, 17.160025, 17.647653, 8.480000, 0.500000, 4.000000, -1, 3.093881
93, 88127, 29, 74, 1165, 75.219600, 193.790787, 16.819527, 17.160025, 17.647653, 11.851250, 0.500000, 4.000000, -1, 4.623944
93, 88127, 29, 74, 1164, 75.220942, 193.782878, 16.819527, 17.160025, 17.647653, 10.265000, 0.500000, 4.000000, -1, 4.052925
93, 88127, 29, 74, 1163, 75.222281, 193.774960, 16.819527, 17.160025, 17.647653, 5.625000, 0.500000, 4.000000, -1, 1.240050
93, 88127, 29, 74, 1162, 75.223622, 193.767040, 16.819527, 17.160025, 17.647653, 4.725000, 0.500000, 4.000000, -1, 1.511283
93, 88127, 29, 74, 1161, 75.224964, 193.759121, 16.819527, 17.160025, 17.647653, 3.155000, 0.500000, 4.000000, -1, 0.297867
93, 88127, 29, 74, 1160, 75.226305, 193.751199, 16.819527, 17.160025, 17.647653, 12.160000, 0.500000, 2.000000, -1, 5.027793
93, 88127, 29, 74, 1159, 75.227645, 193.743274, 16.819527, 17.160025, 17.647653, 26.982222, 0.500000, 4.500000, -1, 19.034132
93, 88127, 29, 74, 1158, 75.229153, 193.734356, 16.819527, 17.160025, 17.647653, 17.976250, 0.500000, 4.000000, -1, 21.026813
93, 88127, 29, 74, 1157, 75.230494, 193.726431, 16.819527, 17.160025, 17.647653, 10.948750, 0.500000, 4.000000, -1, 9.321410
93, 88127, 29, 74, 1156, 75.231837, 193.718506, 16.819527, 17.160025, 17.647653, 5.963750, 0.500000, 4.000000, -1, 2.827768
93, 88127, 29, 74, 1155, 75.233176, 193.710572, 16.819527, 17.160025, 17.647653, 4.775000, 0.500000, 4.000000, -1, 2.619299
93, 88127, 29, 74, 1154, 75.234507, 193.702615, 16.819527, 17.160025, 17.647653, 12.273750, 0.500000, 4.000000, -1, 9.979401
93, 88127, 29, 74, 1153, 75.235831, 193.694639, 16.819527, 17.160025, 17.647653, 16.680000, 0.500000, 4.000000, -1, 8.574450
93, 88127, 29, 74, 1152, 75.237150, 193.686652, 16.819527, 17.160025, 17.647653, 28.492500, 0.500000, 4.000000, -1, 16.416198
93, 88127, 29, 74, 1151, 75.238472, 193.678669, 16.819527, 17.160025, 17.647653, 22.415556, 0.500000, 4.500000, -1, 26.118950
93, 88127, 29, 74, 1150, 75.239965, 193.669706, 16.819527, 17.160025, 17.647653, 14.700000, 0.500000, 4.000000, -1, 8.397894
93, 88127, 29, 74, 1149, 75.241296, 193.661749, 16.819527, 17.160025, 17.647653, 5.308750, 0.500000, 4.000000, -1, 2.241637
93, 88127, 29, 74, 1148, 75.242626, 193.653791, 16.819527, 17.160025, 17.647653, 3.053750, 0.500000, 4.000000, -1, 0.287486
93, 88127, 29, 74, 1147, 75.243958, 193.645839, 16.819527, 17.160025, 17.647653, 3.320000, 0.500000, 4.000000, -1, 0.451193
93, 88127, 29, 74, 1146, 75.245296, 193.637900, 16.819527, 17.160025, 17.647653, 4.211250, 0.500000, 4.000000, -1, 0.906028
93, 88127, 29, 74, 1145, 75.246636, 193.629966, 16.819527, 17.160025, 17.647653, 3.535000, 0.500000, 4.000000, -1, 0.847777
93, 88127, 29, 74, 1144, 75.247974, 193.622026, 16.819527, 17.160025, 17.647653, 5.050000, 0.500000, 4.500000, -1, 3.454919
93, 88127, 29, 74, 1143, 75.249476, 193.613089, 16.819527, 17.160025, 17.647653, 9.910000, 0.500000, 1.000000, -1, 3.660000
93, 88127, 29, 75, 1143, 75.249810, 193.611104, 16.819527, 17.160025, 17.647653, 9.453333, 0.500000, 3.000000, -1, 3.633752
93, 88127, 29, 75, 1142, 75.250809, 193.605147, 16.819527, 17.160025, 17.647653, 10.111250, 0.500000, 4.000000, -1, 3.603517
93, 88127, 29, 75, 1141, 75.252141, 193.597212, 16.819527, 17.160025, 17.647653, 7.831250, 0.500000, 4.000000, -1, 3.637394
93, 88127, 29, 75, 1140, 75.253472, 193.589282, 16.819527, 17.160025, 17.647653, 6.021250, 0.500000, 4.000000, -1, 5.234662
93, 88127, 29, 75, 1139, 75.254803, 193.581360, 16.819527, 17.160025, 17.647653, 7.716250, 0.500000, 4.000000, -1, 3.889685
93, 88127, 29, 75, 1138, 75.256134, 193.573442, 16.819527, 17.160025, 17.647653, 5.675000, 0.500000, 4.000000, -1, 3.350470
93, 88127, 29, 75, 1137, 75.257464, 193.565531, 16.819527, 17.160025, 17.647653, 4.196667, 0.500000, 4.500000, -1, 0.672921
93, 88127, 29, 75, 1136, 75.258960, 193.556634, 16.819527, 17.160025, 17.647653, 3.713750, 0.500000, 4.000000, -1, 0.875556
93, 88127, 29, 75, 1135, 75.260288, 193.548729, 16.819527, 17.160025, 17.647653, 4.796250, 0.500000, 4.000000, -1, 2.437201
93, 88127, 29, 75, 1134, 75.261614, 193.540819, 16.819527, 17.160025, 17.647653, 8.095000, 0.500000, 4.000000, -1, 7.029838
93, 88127, 29, 75, 1114, 75.289444, 193.373092, 16.819527, 17.160025, 17.647653, 3.070000, 0.500000, 1.500000, -1, 0.273130
93, 88127, 29, 75, 1113, 75.289928, 193.370130, 16.819527, 17.160025, 17.647653, 4.408750, 0.500000, 4.000000, -1, 2.077928
93, 88127, 29, 75, 1112, 75.291221, 193.362242, 16.819527, 17.160025, 17.647653, 7.681250, 0.500000, 4.000000, -1, 2.201956
93, 88127, 29, 75, 1111, 75.292516, 193.354358, 16.819527, 17.160025, 17.647653, 3.632857, 0.500000, 3.500000, -1, 0.612319
93, 88127, 29, 76, 1106, 75.300307, 193.307153, 16.819527, 17.160025, 17.647653, 7.295000, 0.500000, 1.000000, -1, 0.365000
93, 88127, 29, 76, 1105, 75.300632, 193.305187, 16.819527, 17.160025, 17.647653, 14.456250, 0.500000, 4.000000, -1, 14.853637
93, 88127, 29, 76, 1104, 75.301933, 193.297328, 16.819527, 17.160025, 17.647653, 4.826667, 0.500000, 4.500000, -1, 2.260560
93, 88127, 29, 76, 1103, 75.303399, 193.288490, 16.819527, 17.160025, 17.647653, 5.511250, 0.500000, 4.000000, -1, 4.569301
93, 88127, 29, 76, 1102, 75.304698, 193.280624, 16.819527, 17.160025, 17.647653, 3.061250, 0.500000, 4.000000, -1, 0.299184
93, 88127, 29, 76, 1101, 75.305993, 193.272749, 16.819527, 17.160025, 17.647653, 3.095000, 0.500000, 4.000000, -1, 0.273359
93, 88127, 29, 76, 1100, 75.307288, 193.264870, 16.819527, 17.160025, 17.647653, 3.507500, 0.500000, 2.000000, -1, 0.401583
93, 88127, 29, 76, 1099, 75.308747, 193.256008, 16.819527, 17.160025, 17.647653, 8.262500, 0.500000, 4.000000, -1, 3.904385
93, 88127, 29, 76, 1098, 75.310046, 193.248138, 16.819527, 17.160025, 17.647653, 4.212500, 0.500000, 4.000000, -1, 0.913438
93, 88127, 29, 76, 1097, 75.311349, 193.240275, 16.819527, 17.160025, 17.647653, 7.827500, 0.500000, 4.000000, -1, 3.828253
93, 88127, 29, 76, 1096, 75.312650, 193.232407, 16.819527, 17.160025, 17.647653, 8.692222, 0.500000, 4.500000, -1, 4.364569
93, 88127, 29, 76, 1095, 75.314109, 193.223542, 16.819527, 17.160025, 17.647653, 16.237500, 0.500000, 4.000000, -1, 7.285833
93, 88127, 29, 76, 1094, 75.315402, 193.215650, 16.819527, 17.160025, 17.647653, 23.250000, 0.500000, 4.000000, -1, 9.456083
93, 88127, 29, 76, 1093, 75.316688, 193.207743, 16.819527, 17.160025, 17.647653, 8.328889, 0.500000, 4.500000, -1, 12.978268
93, 88127, 29, 76, 1092, 75.318129, 193.198827, 16.819527, 17.160025, 17.647653, 3.950000, 0.500000, 4.000000, -1, 0.968297
93, 88127, 29, 76, 1091, 75.319407, 193.190897, 16.819527, 17.160025, 17.647653, 6.875000, 0.500000, 4.000000, -1, 3.111475
93, 88127, 29, 76, 1090, 75.320691, 193.182983, 16.819527, 17.160025, 17.647653, 3.025000, 0.500000, 4.000000, -1, 0.228035
93, 88127, 29, 76, 1089, 75.321981, 193.175086, 16.819527, 17.160025, 17.647653, 3.574000, 0.500000, 2.500000, -1, 0.532564
93, 88127, 29, 76, 1088, 75.323431, 193.166210, 16.819527, 17.160025, 17.647653, 6.815000, 0.500000, 4.000000, -1, 2.888832
93, 88127, 29, 76, 1087, 75.324720, 193.158333, 16.819527, 17.160025, 17.647653, 12.644286, 0.500000, 3.500000, -1, 6.554041
93, 88127, 29, 76, 1086, 75.326011, 193.150479, 16.819527, 17.160025, 17.647653, 9.787778, 0.500000, 4.500000, -1, 3.602283
93, 88127, 29, 76, 1085, 75.327467, 193.141669, 16.819527, 17.160025, 17.647653, 8.646250, 0.500000, 4.000000, -1, 4.657582
93, 88127, 29, 76, 1084, 75.328756, 193.133841, 16.819527, 17.160025, 17.647653, 7.428750, 0.500000, 4.000000, -1, 5.186291
93, 88127, 29, 76, 1083, 75.330042, 193.126017, 16.819527, 17.160025, 17.647653, 9.462857, 0.500000, 3.500000, -1, 13.853347
93, 88127, 29, 76, 1082, 75.331488, 193.117227, 16.819527, 17.160025, 17.647653, 5.846250, 0.500000, 4.000000, -1, 3.048614
93, 88127, 29, 76, 1081, 75.332772, 193.109419, 16.819527, 17.160025, 17.647653, 5.790000, 0.500000, 4.000000, -1, 1.010643
93, 88127, 29, 76, 1080, 75.334051, 193.101604, 16.819527, 17.160025, 17.647653, 6.551111, 0.500000, 4.500000, -1, 1.194157
93, 88127, 29, 76, 1079, 75.335488, 193.092807, 16.819527, 17.160025, 17.647653, 6.707143, 0.500000, 3.500000, -1, 3.948257
93, 88127, 29, 76, 1078, 75.337406, 193.081087, 16.819527, 17.160025, 17.647653, 3.027500, 0.500000, 2.000000, -1, 0.353297
93, 88127, 29, 76, 1077, 75.338047, 193.077183, 16.819527, 17.160025, 17.647653, 4.763333, 0.500000, 4.500000, -1, 1.868035
93, 88127, 29, 76, 1076, 75.339490, 193.068405, 16.819527, 17.160025, 17.647653, 5.800000, 0.500000, 1.000000, -1, 0.080000
93, 88127, 29, 77, 1076, 75.339810, 193.066453, 16.819527, 17.160025, 17.647653, 8.130000, 0.500000, 3.000000, -1, 1.396758
93, 88127, 29, 77, 1075, 75.340769, 193.060592, 16.819527, 17.160025, 17.647653, 4.858889, 0.500000, 4.500000, -1, 1.838589
93, 88127, 29, 77, 1074, 75.342201, 193.051783, 16.819527, 17.160025, 17.647653, 5.208750, 0.500000, 4.000000, -1, 1.710800
93, 88127, 29, 77, 1073, 75.343469, 193.043942, 16.819527, 17.160025, 17.647653, 4.080000, 0.500000, 4.000000, -1, 0.775693
93, 88127, 29, 77, 1072, 75.344735, 193.036093, 16.819527, 17.160025, 17.647653, 5.810000, 0.500000, 4.500000, -1, 4.366239
93, 88127, 29, 77, 1071, 75.346156, 193.027256, 16.819527, 17.160025, 17.647653, 11.031250, 0.500000, 4.000000, -1, 2.649290
93, 88127, 29, 77, 1070, 75.347420, 193.019404, 16.819527, 17.160025, 17.647653, 3.471250, 0.500000, 4.000000, -1, 1.379053
93, 88127, 29, 77, 1069, 75.348685, 193.011555, 16.819527, 17.160025, 17.647653, 8.258333, 0.500000, 3.000000, -1, 3.794695
173, 88132, 8, 410, 171, 75.349320, 193.007633, 16.819527, 17.160025, 17.647653, 10.437500, 0.500000, 2.000000, -1, 2.601936
173, 88132, 8, 219, 45, 75.037855, 194.840937, 16.819527, 17.160025, 17.647653, 3.600000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 219, 46, 75.038355, 194.838102, 16.819527, 17.160025, 17.647653, 7.823333, 0.500000, 1.500000, -1, 1.780306
173, 88132, 8, 222, 48, 75.043368, 194.809752, 16.819527, 17.160025, 17.647653, 5.472500, 0.500000, 2.000000, -1, 1.143446
173, 88132, 8, 223, 48, 75.044372, 194.804081, 16.819527, 17.160025, 17.647653, 3.771429, 0.500000, 3.500000, -1, 0.570249
173, 88132, 8, 223, 49, 75.045543, 194.797467, 16.819527, 17.160025, 17.647653, 5.436667, 0.500000, 1.500000, -1, 1.850844
173, 88132, 8, 224, 49, 75.046045, 194.794632, 16.819527, 17.160025, 17.647653, 7.693000, 0.500000, 5.000000, -1, 3.724653
173, 88132, 8, 225, 49, 75.047721, 194.785186, 16.819527, 17.160025, 17.647653, 3.080000, 0.500000, 1.500000, -1, 0.197990
173, 88132, 8, 225, 50, 75.048223, 194.782353, 16.819527, 17.160025, 17.647653, 6.107143, 0.500000, 3.500000, -1, 4.303519
173, 88132, 8, 226, 50, 75.049397, 194.775742, 16.819527, 17.160025, 17.647653, 13.842500, 0.500000, 4.000000, -1, 3.113972
173, 88132, 8, 226, 51, 75.050734, 194.768175, 16.819527, 17.160025, 17.647653, 10.705000, 0.500000, 1.000000, -1, 5.305000
173, 88132, 8, 227, 51, 75.051069, 194.766283, 16.819527, 17.160025, 17.647653, 3.660000, 0.500000, 1.500000, -1, 1.018234
173, 88132, 8, 228, 52, 75.053583, 194.752108, 16.819527, 17.160025, 17.647653, 5.722000, 0.500000, 2.500000, -1, 3.940789
173, 88132, 8, 229, 52, 75.054425, 194.747392, 16.819527, 17.160025, 17.647653, 3.703333, 0.500000, 1.500000, -1, 0.903856
173, 88132, 8, 229, 53, 75.055772, 194.739850, 16.819527, 17.160025, 17.647653, 8.835000, 0.500000, 1.000000, -1, 0.515000
173, 88132, 8, 238, 58, 75.069539, 194.661531, 16.819527, 17.160025, 17.647653, 5.487500, 0.500000, 2.000000, -1, 2.232268
173, 88132, 8, 241, 60, 75.075021, 194.630534, 16.819527, 17.160025, 17.647653, 7.262500, 0.500000, 2.000000, -1, 3.019639
173, 88132, 8, 242, 61, 75.077343, 194.617381, 16.819527, 17.160025, 17.647653, 3.630000, 0.500000, 1.000000, -1, 0.060000
173, 88132, 8, 243, 61, 75.077675, 194.615502, 16.819527, 17.160025, 17.647653, 3.260000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 244, 62, 75.079825, 194.603273, 16.819527, 17.160025, 17.647653, 4.906667, 0.500000, 1.500000, -1, 0.916236
173, 88132, 8, 245, 63, 75.081472, 194.593848, 16.819527, 17.160025, 17.647653, 4.185000, 0.500000, 1.000000, -1, 0.025000
173, 88132, 8, 250, 66, 75.089903, 194.545847, 16.819527, 17.160025, 17.647653, 6.410000, 0.500000, 3.000000, -1, 3.945947
173, 88132, 8, 251, 66, 75.090889, 194.540178, 16.819527, 17.160025, 17.647653, 6.300000, 0.500000, 1.500000, -1, 0.514004
173, 88132, 8, 251, 67, 75.091381, 194.537341, 16.819527, 17.160025, 17.647653, 5.892857, 0.500000, 3.500000, -1, 1.190075
173, 88132, 8, 252, 67, 75.092530, 194.530719, 16.819527, 17.160025, 17.647653, 7.281250, 0.500000, 4.000000, -1, 3.291555
173, 88132, 8, 252, 68, 75.093843, 194.523151, 16.819527, 17.160025, 17.647653, 12.905000, 0.500000, 1.000000, -1, 5.275000
173, 88132, 8, 253, 68, 75.094171, 194.521258, 16.819527, 17.160025, 17.647653, 7.878000, 0.500000, 5.000000, -1, 3.394672
173, 88132, 8, 254, 68, 75.095813, 194.511798, 16.819527, 17.160025, 17.647653, 6.683333, 0.500000, 1.500000, -1, 2.891151
173, 88132, 8, 254, 69, 75.096306, 194.508961, 16.819527, 17.160025, 17.647653, 10.320000, 0.500000, 3.500000, -1, 3.777399
173, 88132, 8, 255, 69, 75.097458, 194.502344, 16.819527, 17.160025, 17.647653, 3.246250, 0.500000, 4.000000, -1, 0.228689
173, 88132, 8, 255, 70, 75.098775, 194.494788, 16.819527, 17.160025, 17.647653, 10.250000, 0.500000, 1.000000, -1, 1.930000
173, 88132, 8, 256, 70, 75.099105, 194.492899, 16.819527, 17.160025, 17.647653, 23.660000, 0.500000, 5.000000, -1, 10.985911
173, 88132, 8, 257, 70, 75.100752, 194.483458, 16.819527, 17.160025, 17.647653, 16.287500, 0.500000, 2.000000, -1, 2.840699
173, 88132, 8, 257, 71, 75.101412, 194.479681, 16.819527, 17.160025, 17.647653, 39.148333, 0.500000, 3.000000, -1, 3.675293
173, 88132, 8, 258, 71, 75.102401, 194.474017, 16.819527, 17.160025, 17.647653, 32.928889, 0.500000, 4.500000, -1, 7.396848
173, 88132, 8, 258, 72, 75.103887, 194.465525, 16.819527, 17.160025, 17.647653, 22.300000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 259, 72, 75.104052, 194.464580, 16.819527, 17.160025, 17.647653, 36.173000, 0.500000, 5.000000, -1, 19.087846
173, 88132, 8, 260, 72, 75.105703, 194.455142, 16.819527, 17.160025, 17.647653, 30.790000, 0.500000, 2.000000, -1, 13.041587
173, 88132, 8, 260, 73, 75.106363, 194.451363, 16.819527, 17.160025, 17.647653, 30.200000, 0.500000, 3.000000, -1, 7.722463
173, 88132, 8, 261, 73, 75.107352, 194.445695, 16.819527, 17.160025, 17.647653, 16.586000, 0.500000, 5.000000, -1, 5.259221
173, 88132, 8, 262, 74, 75.109002, 194.436246, 16.819527, 17.160025, 17.647653, 33.886000, 0.500000, 5.000000, -1, 24.942605
173, 88132, 8, 263, 74, 75.110648, 194.426783, 16.819527, 17.160025, 17.647653, 67.578000, 0.500000, 2.500000, -1, 29.197625
173, 88132, 8, 263, 75, 75.111470, 194.422048, 16.819527, 17.160025, 17.647653, 21.394000, 0.500000, 2.500000, -1, 5.000378
173, 88132, 8, 264, 75, 75.112295, 194.417317, 16.819527, 17.160025, 17.647653, 15.767000, 0.500000, 5.000000, -1, 1.702968
173, 88132, 8, 265, 76, 75.113947, 194.407861, 16.819527, 17.160025, 17.647653, 11.770000, 0.500000, 5.000000, -1, 5.709228
173, 88132, 8, 266, 76, 75.115596, 194.398393, 16.819527, 17.160025, 17.647653, 22.640000, 0.500000, 3.000000, -1, 7.121821
173, 88132, 8, 266, 77, 75.116586, 194.392708, 16.819527, 17.160025, 17.647653, 19.070000, 0.500000, 2.000000, -1, 3.588823
173, 88132, 8, 267, 77, 75.117247, 194.388918, 16.819527, 17.160025, 17.647653, 14.187000, 0.500000, 5.000000, -1, 5.333104
173, 88132, 8, 268, 77, 75.118893, 194.379428, 16.819527, 17.160025, 17.647653, 8.070000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 268, 78, 75.119549, 194.375623, 16.819527, 17.160025, 17.647653, 17.546667, 0.500000, 3.000000, -1, 3.320044
173, 88132, 8, 269, 78, 75.120530, 194.369910, 16.819527, 17.160025, 17.647653, 23.995000, 0.500000, 2.000000, -1, 4.907965
173, 88132, 8, 269, 79, 75.121513, 194.364197, 16.819527, 17.160025, 17.647653, 14.295000, 0.500000, 2.000000, -1, 6.575996
173, 88132, 8, 270, 79, 75.122168, 194.360392, 16.819527, 17.160025, 17.647653, 12.653000, 0.500000, 5.000000, -1, 10.293879
173, 88132, 8, 271, 79, 75.123807, 194.350874, 16.819527, 17.160025, 17.647653, 2.830000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 271, 80, 75.123971, 194.349922, 16.819527, 17.160025, 17.647653, 8.428889, 0.500000, 4.500000, -1, 8.490232
173, 88132, 8, 272, 80, 75.125446, 194.341351, 16.819527, 17.160025, 17.647653, 7.616667, 0.500000, 3.000000, -1, 6.525564
173, 88132, 8, 272, 81, 75.126431, 194.335642, 16.819527, 17.160025, 17.647653, 5.532500, 0.500000, 2.000000, -1, 1.594779
173, 88132, 8, 273, 81, 75.127091, 194.331840, 16.819527, 17.160025, 17.647653, 20.819000, 0.500000, 5.000000, -1, 10.620774
173, 88132, 8, 274, 81, 75.128744, 194.322346, 16.819527, 17.160025, 17.647653, 11.465000, 0.500000, 1.000000, -1, 2.455000
173, 88132, 8, 274, 82, 75.129075, 194.320447, 16.819527, 17.160025, 17.647653, 11.725000, 0.500000, 4.000000, -1, 4.405724
173, 88132, 8, 275, 82, 75.130398, 194.312844, 16.819527, 17.160025, 17.647653, 15.684286, 0.500000, 3.500000, -1, 3.127965
173, 88132, 8, 275, 83, 75.131557, 194.306182, 16.819527, 17.160025, 17.647653, 28.283333, 0.500000, 1.500000, -1, 1.756366
173, 88132, 8, 276, 83, 75.132551, 194.300469, 16.819527, 17.160025, 17.647653, 16.357143, 0.500000, 3.500000, -1, 8.894507
173, 88132, 8, 277, 83, 75.133712, 194.293796, 16.819527, 17.160025, 17.647653, 6.370000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 277, 84, 75.134541, 194.289025, 16.819527, 17.160025, 17.647653, 27.877500, 0.500000, 2.000000, -1, 7.007358
173, 88132, 8, 279, 85, 75.138341, 194.266995, 16.819527, 17.160025, 17.647653, 6.290000, 0.500000, 1.000000, -1, 1.880000
173, 88132, 8, 280, 85, 75.138672, 194.265077, 16.819527, 17.160025, 17.647653, 8.180000, 0.500000, 1.500000, -1, 1.487705
173, 88132, 8, 280, 86, 75.139168, 194.262200, 16.819527, 17.160025, 17.647653, 7.657143, 0.500000, 3.500000, -1, 6.951904
173, 88132, 8, 281, 86, 75.140329, 194.255490, 16.819527, 17.160025, 17.647653, 9.158333, 0.500000, 3.000000, -1, 6.883888
173, 88132, 8, 281, 87, 75.141660, 194.247826, 16.819527, 17.160025, 17.647653, 4.400000, 0.500000, 1.000000, -1, 0.170000
173, 88132, 8, 282, 87, 75.141993, 194.245909, 16.819527, 17.160025, 17.647653, 4.257000, 0.500000, 5.000000, -1, 0.919305
173, 88132, 8, 283, 87, 75.143656, 194.236318, 16.819527, 17.160025, 17.647653, 14.090000, 0.500000, 1.500000, -1, 2.758405
173, 88132, 8, 283, 88, 75.144154, 194.233437, 16.819527, 17.160025, 17.647653, 10.174286, 0.500000, 3.500000, -1, 3.065573
173, 88132, 8, 284, 88, 75.145315, 194.226707, 16.819527, 17.160025, 17.647653, 11.230000, 0.500000, 4.000000, -1, 6.929845
173, 88132, 8, 284, 89, 75.146639, 194.219007, 16.819527, 17.160025, 17.647653, 28.010000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 285, 89, 75.146804, 194.218042, 16.819527, 17.160025, 17.647653, 6.637000, 0.500000, 5.000000, -1, 3.731898
173, 88132, 8, 286, 89, 75.148449, 194.208377, 16.819527, 17.160025, 17.647653, 7.492500, 0.500000, 2.000000, -1, 4.503218
173, 88132, 8, 286, 90, 75.149105, 194.204505, 16.819527, 17.160025, 17.647653, 11.155000, 0.500000, 3.000000, -1, 2.337197
173, 88132, 8, 287, 90, 75.150093, 194.198699, 16.819527, 17.160025, 17.647653, 4.350000, 0.500000, 4.500000, -1, 1.180537
173, 88132, 8, 287, 91, 75.151577, 194.189991, 16.819527, 17.160025, 17.647653, 3.590000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 288, 91, 75.151743, 194.189024, 16.819527, 17.160025, 17.647653, 3.607000, 0.500000, 5.000000, -1, 1.196896
173, 88132, 8, 289, 91, 75.153397, 194.179345, 16.819527, 17.160025, 17.647653, 3.412500, 0.500000, 2.000000, -1, 0.608209
173, 88132, 8, 289, 92, 75.154060, 194.175472, 16.819527, 17.160025, 17.647653, 13.828333, 0.500000, 3.000000, -1, 4.713072
173, 88132, 8, 290, 92, 75.155056, 194.169663, 16.819527, 17.160025, 17.647653, 8.301111, 0.500000, 4.500000, -1, 4.899622
173, 88132, 8, 290, 93, 75.156557, 194.160949, 16.819527, 17.160025, 17.647653, 4.420000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 291, 93, 75.156724, 194.159981, 16.819527, 17.160025, 17.647653, 5.029000, 0.500000, 5.000000, -1, 1.112551
173, 88132, 8, 292, 93, 75.158395, 194.150288, 16.819527, 17.160025, 17.647653, 4.085000, 0.500000, 2.000000, -1, 0.581141
173, 88132, 8, 292, 94, 75.159063, 194.146406, 16.819527, 17.160025, 17.647653, 5.184000, 0.500000, 2.500000, -1, 1.699054
173, 88132, 8, 293, 94, 75.159898, 194.141548, 16.819527, 17.160025, 17.647653, 5.618000, 0.500000, 5.000000, -1, 3.633273
173, 88132, 8, 294, 95, 75.161568, 194.131824, 16.819527, 17.160025, 17.647653, 14.783000, 0.500000, 5.000000, -1, 17.306811
173, 88132, 8, 295, 95, 75.163240, 194.122093, 16.819527, 17.160025, 17.647653, 5.112000, 0.500000, 2.500000, -1, 2.539066
173, 88132, 8, 295, 96, 75.164077, 194.117227, 16.819527, 17.160025, 17.647653, 4.032000, 0.500000, 2.500000, -1, 0.623776
173, 88132, 8, 296, 96, 75.164912, 194.112356, 16.819527, 17.160025, 17.647653, 6.099000, 0.500000, 5.000000, -1, 1.726108
173, 88132, 8, 297, 97, 75.166580, 194.102599, 16.819527, 17.160025, 17.647653, 4.618889, 0.500000, 4.500000, -1, 1.641242
173, 88132, 8, 298, 97, 75.168080, 194.093806, 16.819527, 17.160025, 17.647653, 10.143333, 0.500000, 3.000000, -1, 6.424273
173, 88132, 8, 298, 98, 75.169082, 194.087944, 16.819527, 17.160025, 17.647653, 4.352500, 0.500000, 2.000000, -1, 2.063061
173, 88132, 8, 299, 98, 75.169752, 194.084039, 16.819527, 17.160025, 17.647653, 7.728000, 0.500000, 5.000000, -1, 4.333725
173, 88132, 8, 300, 98, 75.171434, 194.074287, 16.819527, 17.160025, 17.647653, 5.350000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 300, 99, 75.171603, 194.073313, 16.819527, 17.160025, 17.647653, 9.526667, 0.500000, 4.500000, -1, 2.017914
173, 88132, 8, 301, 99, 75.173117, 194.064529, 16.819527, 17.160025, 17.647653, 9.594000, 0.500000, 2.500000, -1, 2.090020
173, 88132, 8, 301, 100, 75.174460, 194.056709, 16.819527, 17.160025, 17.647653, 16.720000, 0.500000, 0.500000, -1, 0.000000
173, 88132, 8, 302, 100, 75.174627, 194.055731, 16.819527, 17.160025, 17.647653, 7.620000, 0.500000, 1.500000, -1, 4.919377
173, 88132, 8, 303, 101, 75.177474, 194.039075, 16.819527, 17.160025, 17.647653, 13.613333, 0.500000, 1.500000, -1, 4.103692
173, 88132, 8, 304, 101, 75.177975, 194.036129, 16.819527, 17.160025, 17.647653, 5.048000, 0.500000, 2.500000, -1, 1.959453
173, 88132, 8, 304, 102, 75.179139, 194.029245, 16.819527, 17.160025, 17.647653, 10.300000, 0.500000, 1.500000, -1, 7.916885
173, 88132, 8, 305, 102, 75.179636, 194.026291, 16.819527, 17.160025, 17.647653, 8.926000, 0.500000, 2.500000, -1, 7.087676
173, 88132, 8, 306, 102, 75.181298, 194.016444, 16.819527, 17.160025, 17.647653, 15.755000, 0.500000, 1.000000, -1, 0.365000
173, 88132, 8, 306, 103, 75.181631, 194.014475, 16.819527, 17.160025, 17.647653, 12.470000, 0.500000, 3.500000, -1, 6.085172
